Date,Open,High,Low,Close,Adj Close,Volume
2021-05-14 00:00:00+05:30,963.0,966.4500122070312,941.4000244140625,952.2000122070312,799.224365234375,2090820
2021-05-17 00:00:00+05:30,954.0,957.9500122070312,943.0,953.3499755859375,800.1896362304688,2281200
2021-05-18 00:00:00+05:30,960.3499755859375,979.0,957.0499877929688,970.75,814.7943115234375,2000985
2021-05-19 00:00:00+05:30,969.0,986.2999877929688,962.5999755859375,977.6500244140625,820.5858154296875,2152740
2021-05-20 00:00:00+05:30,984.7999877929688,984.7999877929688,965.2000122070312,973.0999755859375,816.7667846679688,1769194
2021-05-21 00:00:00+05:30,976.9500122070312,986.0,971.8499755859375,980.5,822.9779052734375,1534262
2021-05-24 00:00:00+05:30,979.7999877929688,994.0,975.0999755859375,983.7000122070312,825.6638793945312,1830838
2021-05-25 00:00:00+05:30,990.0499877929688,1001.7000122070312,983.7999877929688,992.6500244140625,833.1760864257812,2719646
2021-05-26 00:00:00+05:30,995.6500244140625,1012.0,993.0,1007.7999877929688,845.8920288085938,2013788
2021-05-27 00:00:00+05:30,1007.0,1032.0,1006.9000244140625,1019.7999877929688,855.9641723632812,6393813
2021-05-28 00:00:00+05:30,1020.0,1033.0,1012.5999755859375,1026.25,861.3778686523438,1839013
2021-05-31 00:00:00+05:30,1025.0,1032.0,1013.0,1021.6500244140625,857.5170288085938,1801746
2021-06-01 00:00:00+05:30,1024.699951171875,1032.0,1013.3499755859375,1030.5,864.9451293945312,1262702
2021-06-02 00:00:00+05:30,1020.2000122070312,1024.699951171875,994.0,1016.9500122070312,853.5720825195312,5252186
2021-06-03 00:00:00+05:30,1016.9500122070312,1020.75,1007.0,1014.3499755859375,851.3896484375,2024676
2021-06-04 00:00:00+05:30,1019.5499877929688,1026.949951171875,1011.0,1019.2000122070312,855.4605712890625,2315912
2021-06-07 00:00:00+05:30,1024.949951171875,1038.949951171875,1019.4500122070312,1034.4000244140625,868.21875,1745475
2021-06-08 00:00:00+05:30,1039.0,1060.9000244140625,1037.050048828125,1057.75,887.8174438476562,4517995
2021-06-09 00:00:00+05:30,1057.75,1064.449951171875,1046.199951171875,1052.25,883.2008666992188,2163655
2021-06-10 00:00:00+05:30,1059.699951171875,1074.0,1056.5,1064.9000244140625,893.8187255859375,3934077
2021-06-11 00:00:00+05:30,1064.9000244140625,1082.4000244140625,1054.9000244140625,1073.0,900.6173706054688,4988857
2021-06-14 00:00:00+05:30,1073.0,1079.3499755859375,1058.0,1069.25,897.4697265625,2757666
2021-06-15 00:00:00+05:30,1069.25,1093.0,1061.6500244140625,1066.8499755859375,895.455322265625,3484298
2021-06-16 00:00:00+05:30,1070.0,1077.949951171875,1055.0,1069.1500244140625,897.3857421875,1881596
2021-06-17 00:00:00+05:30,1059.949951171875,1084.699951171875,1057.050048828125,1080.25,906.7025756835938,3161931
2021-06-18 00:00:00+05:30,1089.5,1091.5999755859375,1055.0,1070.699951171875,898.686767578125,4396398
2021-06-21 00:00:00+05:30,1059.0,1070.050048828125,1055.0,1062.9000244140625,892.1400146484375,1074790
2021-06-22 00:00:00+05:30,1061.050048828125,1072.0,1053.699951171875,1057.199951171875,887.3555908203125,2437289
2021-06-23 00:00:00+05:30,1060.0,1062.300048828125,1038.449951171875,1056.449951171875,886.7261352539062,4130539
2021-06-24 00:00:00+05:30,1056.550048828125,1082.300048828125,1052.5,1080.0,906.49267578125,3617010
2021-06-25 00:00:00+05:30,1087.4000244140625,1103.199951171875,1077.0,1089.5,914.4664916992188,3200049
2021-06-28 00:00:00+05:30,1091.0,1108.0,1081.0999755859375,1105.0999755859375,927.5602416992188,2143755
2021-06-29 00:00:00+05:30,1109.0,1109.4000244140625,1083.0,1088.1500244140625,913.3334350585938,2956332
2021-06-30 00:00:00+05:30,1088.199951171875,1105.0,1083.300048828125,1095.449951171875,919.4606323242188,1917370
2021-07-01 00:00:00+05:30,1096.0,1099.3499755859375,1081.0,1085.1500244140625,910.8154907226562,1459518
2021-07-02 00:00:00+05:30,1087.0,1097.5,1075.0,1089.4000244140625,914.3826293945312,1669409
2021-07-05 00:00:00+05:30,1093.0,1094.949951171875,1071.199951171875,1074.6500244140625,902.0023193359375,2597359
2021-07-06 00:00:00+05:30,1074.6500244140625,1074.6500244140625,1047.75,1049.550048828125,880.9346923828125,3865594
2021-07-07 00:00:00+05:30,1049.550048828125,1059.5,1030.0999755859375,1045.9000244140625,877.8710327148438,3713891
2021-07-08 00:00:00+05:30,1049.0,1063.4000244140625,1045.0,1060.1500244140625,889.8317260742188,2171947
2021-07-09 00:00:00+05:30,1055.199951171875,1068.800048828125,1049.0,1051.75,882.78125,1889035
2021-07-12 00:00:00+05:30,1057.0,1058.699951171875,1046.0999755859375,1056.5999755859375,886.85205078125,3224820
2021-07-13 00:00:00+05:30,1062.0,1062.0,1048.0,1050.1500244140625,881.4382934570312,1908081
2021-07-14 00:00:00+05:30,1054.0,1080.0,1048.0,1078.5,905.233642578125,3173326
2021-07-15 00:00:00+05:30,1078.0,1119.699951171875,1076.4000244140625,1112.449951171875,933.7294311523438,5922995
2021-07-16 00:00:00+05:30,1112.4000244140625,1118.300048828125,1083.050048828125,1103.1500244140625,925.9236450195312,2323939
2021-07-19 00:00:00+05:30,1088.0,1110.449951171875,1086.0999755859375,1094.199951171875,918.4114990234375,1409001
2021-07-20 00:00:00+05:30,1095.949951171875,1102.199951171875,1084.9000244140625,1087.199951171875,912.535888671875,1230858
2021-07-22 00:00:00+05:30,1080.0,1152.5,1080.0,1148.5999755859375,964.0718383789062,7309727
